HGAL,PID,Export C1A1,Export C1A2,Export C1B1,Export C1B2,Export C1C1,Export C1C2,Export C1E1,Export C1E2,Class 1 Status,Who Modified,Date Modified,Verified BC,Verified homo A,Verified homo B,Verified homo C,Verified homo E
77W00037,13146C2,02:03,11:01,38:02,40:01,07:02,07:02,,,Preliminary, Darlene Marti,02/29/2008,,,,,
66K00598,BUC697,02:01,03:01,07:02,07:02,07:02,07:02,,,Preliminary,Rasmi Thomas,05/11/2011,,,,,
CAR33071,RAGN103797,02:01,03:01,07:02,07:02,07:02,07:02,,,Completed,Bailey Kessing,06/15/2011,,,,,
CAR33087,RAGN336407,11:01,24:02,07:02,07:02,07:02,07:02,,,Completed,Bailey Kessing,06/15/2011,,,,,
05E02784,OSU003,,,07:02,07:02,07:02,07:02,,,Preliminary,yukiy,10/11/2011,,,,,
05E02790,OSU028,,,07:02,39:06,07:02,07:02,,,Preliminary,Yuko Yuki,12/09/2008,,,,,
CAR34685,RAGN628283,02:01,03:01,07:02,07:02,07:02,07:02,A,G,Completed,yukiy,04/05/2018,1,,,,
CAR34713,RAGN765757,02:01,11:01,07:02,07:02,07:02,07:02,,,Completed,Bailey Kessing,06/15/2011,1,,,,
07G01503,40572,11:01,11:01,07:02,07:02,07:02,07:02,,,Preliminary,yukiy,12/16/2011,,,,,
07G01525,40847,02:01,24:02,07:02,07:02,07:02,07:02,A,A,Preliminary,yukiy,11/20/2018,,,,,
01A00011,KS10051,,,,,07:02,07:02,,,Preliminary,yukiy,02/24/2014,,,,,
77W02447,77W02447,02:03,11:01,38:02,40:01,07:02,07:02,G,G,Preliminary,CSSMCS,10/10/2017,,,,,
77W02368,77W02368,11:01,24:02,40:01,40:01,07:02,07:02,,,Preliminary,tangm2,09/26/2017,,,,,
05E00252,GWU060MB,25:01,68:01,07:02,44:02,07:02,07:04,,,Published,Tang,03/07/2008,1,,,,
07G01300,10052,03:01,68:01,07:02,44:02,07:02,07:04,A,G,Published,yukiy,09/21/2018,1,,,,
42M01234,70039M,02:01,26:01,07:02,18:01,07:02,07:04,,,Published, Darlene Marti,01/16/2008,,,,,
42M01333,10037M,02:01,69:01,15:01,78:01,07:02,07:04,,,Published,car master,12/24/2009,1,,,,
42M01459,11852M,24:02,30:01,07:02,44:02,07:02,07:04,,,Published,Bailey Kessing,01/07/2005,1,,,,
05E01033,PIT132JK,03:01,03:01,07:02,44:02,07:02,07:04,,,Published, Darlene Marti,01/16/2008,1,,,,
05E02163,PHI147RNB,02:01,02:01,07:02,27:05,07:02,07:04,,,Published,Amy Poisson,09/18/2003,1,,,,
07G01113,30158,11:01,68:01,39:06,44:02,07:02,07:04,,,Published,Darlene Marti,12/16/2008,1,,,,
42M01834,70446R,02:01,02:01,07:02,44:02,07:02,07:04,,,Confirmed,Bailey Kessing,05/18/2007,1,,,,
66K00095,BUC125,03:01,68:01,07:02,44:02,07:02,07:04,,,Preliminary,marti,12/11/2006,1,,,,
32C00177,1418-03,02:01,11:01,,,07:02,07:04,,,Preliminary,Bailey Kessing,02/18/2011,,,,,
32C00232,1423-03,02:01,29:01,07:02,15:18,07:02,07:04,,,Preliminary,Bailey Kessing,02/18/2011,,,,,
32C00466,1340-08,02:01,68:01,07:02,44:02,07:02,07:04,,,Preliminary,Bailey Kessing,02/18/2011,,,,,
CAR28931,RAGN973744,03:01,68:01,07:02,44:02,07:02,07:04,A,G,Completed,Windows User,05/07/2020,,,,,
42M01933,50200MS,02:01,02:01,07:02,44:02,07:02,07:04,,,Preliminary,yukiy,10/21/2013,,,,,
10J00072,17729,,,,08:00,07:02,07:16,,,Published,Amy Poisson,09/18/2003,,,,,
10J00117,16732,,,,08:00,07:02,07:16,,,Published,Amy Poisson,09/18/2003,,,,,
10J00260,16939,,,,,07:02,07:16,,,Published,Bailey Kessing,06/10/2013,,,,,
05E02656,U11501001,02:01,24:02,15:13,38:02,07:02,08:01,,,Preliminary, marti,05/31/2005,1,,,,
42M00981,13205M,11:01,24:02,07:02,48:01,07:02,08:01,,,Preliminary,Darlene Marti,03/30/2004,1,,,,
05E01081,PIT120EJV,02:01,33:03,15:18,40:01,07:02,08:01,,,Published, Darlene Marti,01/16/2008,1,,,,
77W00780,70088P,02:03,11:01,15:02,38:02,07:02,08:01,A,G,Preliminary,tangm2,09/26/2017,,,,,
77W00533,358P,02:03,11:01,15:02,38:02,07:02,08:01,,,Preliminary,tangm2,09/26/2017,,,,,
77W00110,10579P,24:02,33:03,15:03,40:01,07:02,08:01,,,Preliminary,yukiy,09/20/2018,,,,,
77W00035,13146S,02:03,11:01,15:02,40:01,07:02,08:01,,,Preliminary,yukiy,09/20/2018,,,,,
77W00127,70001P,02:03,11:02,15:02,40:01,07:02,08:01,,,Preliminary,yukiy,09/20/2018,,,,,
77W01480,11228P,02:03,11:01,15:02,38:02,07:02,08:01,A,G,Preliminary,tangm2,09/26/2017,,,,,
77W00413,929927P,02:07,24:02,15:02,56:04,07:02,08:01,,,Preliminary,tangm2,09/26/2017,,,,,
77W00332,8367S,02:06,11:01,15:02,39:01,07:02,08:01,,,Preliminary,tangm2,09/26/2017,,,,,
77W00295,929820P,11:01,11:02,15:02,40:01,07:02,08:01,,,Preliminary,CSSMCS,04/09/2024,,,,,
77W01299,19806P,11:01,11:01,15:02,40:02,07:02,08:01,A,G,Preliminary,tangm2,09/26/2017,,,,,
77W00147,11541P,02:03,11:01,15:02,38:02,07:02,08:01,,,Preliminary,tangm2,09/26/2017,,,,,
77W00664,11835P,02:03,02:06,15:02,38:02,07:02,08:01,G,G,Preliminary,tangm2,09/26/2017,,,,,
77W00379,25020S,02:03,11:01,15:02,38:02,07:02,08:01,A,G,Preliminary,tangm2,09/26/2017,,,,,
77W00025,50001P,02:03,02:03,15:02,38:02,07:02,08:01,,,Preliminary,tangm2,09/26/2017,,,,,
77W00745,13647P,02:03,02:06,38:02,48:03,07:02,08:01,G,G,Preliminary,tangm2,09/26/2017,,,,,
77W00260,11230S,02:03,11:01,15:02,38:02,07:02,08:01,,,Preliminary,yukiy,09/20/2018,,,,,
77W00225,11684S,11:01,33:03,40:01,48:01,07:02,08:01,,,Preliminary,tangm2,09/26/2017,,,,,
77W00026,50001C1,02:03,02:03,15:02,38:02,07:02,08:01,,,Preliminary, Darlene Marti,11/08/2007,,,,,
77W00080,8329C,02:06,33:03,15:02,38:02,07:02,08:01,,,Preliminary, Darlene Marti,11/08/2007,,,,,
77W00027,50001C2,02:03,02:03,15:02,38:02,07:02,08:01,,,Preliminary, Darlene Marti,02/29/2008,,,,,
77W00115,70014C,02:03,24:02,15:02,38:02,07:02,08:01,,,Preliminary, Darlene Marti,02/29/2008,,,,,
77W00393,13267C,02:01,11:01,15:02,38:02,07:02,08:01,,,Preliminary, Darlene Marti,02/29/2008,,,,,
77W00614,928837C,11:01,11:01,48:03,54:01,07:02,08:01,,,Preliminary, Darlene Marti,02/29/2008,,,,,
77W00953,FG062C,11:01,11:01,15:02,54:01,07:02,08:01,,,Preliminary,NIH-CIT,09/23/2008,,,,,
77W00977,17151C,02:03,11:01,15:02,38:02,07:02,08:01,,,Preliminary, Darlene Marti,02/29/2008,,,,,
66K00643,BUC863,02:06,31:01,40:01,40:06,07:02,08:01,,,Preliminary,yukiy,05/24/2013,,,,,
77W02423,77W02423,02:01,11:01,15:02,40:01,07:02,08:01,,G,Preliminary,CSSMCS,11/09/2017,,,,,
77W02623,77W02623,02:06,11:01,15:02,38:02,07:02,08:01,,,Preliminary,tangm2,09/26/2017,,,,,
01A00032,KS10671,24:02,24:02,07:02,14:01,07:02,08:02,,,Published,yukiy,02/24/2014,1,,,,
01A00097,KS12683,02:01,02:01,07:02,14:02,07:02,08:02,,,Preliminary,car master,03/04/2010,,,,,
05E00107,PHI500DMK,01:01,03:01,07:02,14:02,07:02,08:02,,,Published,Tang,03/07/2008,1,,,,
05E00346,VIE059NK,03:01,33:01,07:02,14:02,07:02,08:02,,,Published,Bailey Kessing,11/21/2008,1,,,,
05E00363,CHI016RPF,24:02,31:01,07:02,14:01,07:02,08:02,,,Published,Tang,03/07/2008,1,,,,
05E00662,J15901001,23:01,68:02,07:02,14:02,07:02,08:02,,,Published,Tang,03/07/2008,1,,,,
05E00964,HOP055RMR,02:01,03:01,07:02,14:01,07:02,08:02,,,Published,Tang,03/07/2008,1,,,,
05E01160,HER090MRM,02:01,33:01,07:02,14:02,07:02,08:02,A,A,Published,CSSMCS,10/23/2019,1,,,,
05E02281,H05901001,02:01,68:02,07:02,14:02,07:02,08:02,,,Published,Marti,10/03/2006,1,,,,
07G00438,10972,03:01,03:01,07:02,14:02,07:02,08:02,G,G,Published,yukiy,06/13/2018,1,,,,
07G00444,10903,01:01,68:02,07:02,14:02,07:02,08:02,A,A,Published,yukiy,09/17/2018,1,,,,
07G00576,40832,03:01,26:01,07:02,14:02,07:02,08:02,,,Confirmed,car master,12/24/2009,1,,,,
07G00686,20750,02:01,68:02,07:02,14:02,07:02,08:02,A,A,Published,yukiy,09/21/2018,1,,,,
07G00688,30730,03:01,03:01,07:02,14:02,07:02,08:02,A,G,Published,yukiy,07/06/2018,1,,,,
07G00719,40366,02:01,03:01,07:02,14:01,07:02,08:02,A,A,Published,yukiy,09/21/2018,1,,,,
07G00859,41082,03:01,29:01,07:02,14:02,07:02,08:02,,,Published,yukiy,08/17/2018,1,,,,
07G01024,30649,24:02,33:03,14:02,39:06,07:02,08:02,,,Published,Darlene Marti,12/16/2008,1,,,,
07G01036,10790,26:01,68:02,07:02,14:02,07:02,08:02,,,Published,Darlene Marti,12/16/2008,1,,,,
07G01208,41158,24:02,33:01,07:02,14:02,07:02,08:02,A,A,Published,yukiy,09/21/2018,1,,,,
10J00152,15527,02:01,03:01,07:02,14:01,07:02,08:02,A,G,Published,CSSMCS,12/16/2019,,,,,
10J00194,17473,11:01,68:02,07:02,14:02,07:02,08:02,A,G,Published,CSSMCS,12/16/2019,,,,,
32C00020,12-12,03:01,26:01,07:02,14:01,07:02,08:02,,,Preliminary,yukiy,07/26/2012,,,,,
32C00176,1418-02,11:01,23:01,07:02,14:01,07:02,08:02,,,Preliminary,Bailey Kessing,07/07/2011,,,,,
32C00188,1418-14,03:01,23:01,07:02,14:01,07:02,08:02,,,Preliminary,Bailey Kessing,07/07/2011,,,,,
42M00081,12497M,23:01,30:01,07:02,57:02,07:02,08:02,A,A,Published,yukiy,12/10/2018,1,,,,
42M00134,11996M,23:01,23:01,07:02,14:03,07:02,08:02,A,A,Published,yukiy,09/17/2018,,,,,
42M00266,10031M,03:01,24:02,07:02,53:01,07:02,08:02,,,Published, marti,06/02/2005,,,,,
42M00425,11075M,03:01,68:02,07:02,14:02,07:02,08:02,,,Published,car master,12/24/2009,1,,,,
42M00584,11868M,30:02,33:01,07:02,14:02,07:02,08:02,,,Published,car master,12/24/2009,1,,,,
05E00354,DEN004AGT,02:01,26:01,08:01,14:02,07:02,08:02,,,Preliminary, Darlene Marti,01/16/2008,,,,,
07G01126,20019,30:02,68:02,07:02,14:02,07:02,08:02,,,Published,Yuko Yuki,06/12/2009,1,,,,
42M01107,10401M,02:01,30:01,07:02,14:02,07:02,08:02,A,G,Published,yukiy,10/02/2018,,,,,
42M00547,12185M,,,07:02,14:02,07:02,08:02,,,Preliminary,Amy Poisson,09/18/2003,,,,,
07G01404,10147,01:01,32:01,07:02,14:01,07:02,08:02,,,Published,yukiy,08/17/2018,1,,,,
42M01088,10013M,02:01,32:106,07:02,40:16,07:02,08:02,A,A,Confirmed,CSSMCS,01/07/2020,1,,,,
07G03215,21193,01:01,03:01,07:02,14:02,07:02,08:02,,,Confirmed,Bailey Kessing,08/22/2003,1,,,,
32C00657,1400-01,,32:01,14:01,39:06,07:02,08:02,,,Preliminary,Bailey Kessing,02/18/2011,1,,,,
66K00489,BUC627,03:01,68:02,07:02,14:02,07:02,08:02,,,Preliminary,marti,12/11/2006,1,,,,
66K00491,BUC602,03:01,24:02,07:02,14:02,07:02,08:02,,,Preliminary, marti,05/24/2005,1,,,,
66K00553,BUC659,03:01,68:02,07:02,14:02,07:02,08:02,,,Preliminary,Rasmi Thomas,05/11/2011,1,,,,
32C00814,1582-04,03:01,24:02,07:02,14:02,07:02,08:02,,,Preliminary,Bailey Kessing,02/18/2011,,,,,
CAR24568,RAGN153724,03:01,33:01,07:02,14:01,07:02,08:02,,,Preliminary,Bailey Kessing,06/15/2011,,,,,
CAR25139,RAGN632723,02:01,03:01,07:02,14:01,07:02,08:02,,,Preliminary,Bailey Kessing,06/15/2011,,,,,
CAR25160,RAGN214718,24:02,33:05,07:02,14:01,07:02,08:02,,,Preliminary,Bailey Kessing,06/15/2011,,,,,
07G02759,20009,02:01,68:02,07:02,14:02,07:02,08:02,A,G,Preliminary,CSSMCS,01/07/2020,1,,,,
CAR29570,RAGN773597,24:02,32:01,08:01,14:01,07:02,08:02,A,G,Completed,CSSMCS,02/21/2020,,,,,
CAR30793,RAGN504350,03:01,68:02,07:02,14:02,07:02,08:02,A,G,Completed,yukiy,04/05/2018,1,,,,
05E02775,MIN036,,,07:02,14:02,07:02,08:02,,,Preliminary,yukiy,09/29/2011,,,,,
05E02780,OKL015,,,07:02,14:01,07:02,08:02,,,Preliminary,yukiy,09/29/2011,,,,,
01A00576,200004006,03:01,32:01,07:02,14:01,07:02,08:02,,,Preliminary,car master,03/04/2010,,,,,
CAR33950,ST 3805,23:01,30:02,07:02,14:02,07:02,08:02,,,Completed,Windows User,09/14/2021,1,,,,
CAR38612,RAGN634005,30:04,31:01,14:02,39:08,07:02,08:02,,,Preliminary,Bailey Kessing,06/15/2011,,,,,
CAR39220,RAGN549081,31:01,68:02,14:02,39:05,07:02,08:02,G,G,Completed,CSSMCS,03/06/2020,1,,,,
CAR39229,YE 2714,23:01,68:02,07:02,14:01,07:02,08:02,A,G,Completed,CSSMCS,03/06/2020,1,,,,
CAR51124,RAGN871306,03:01,24:02,14:02,39:01,07:02,08:02,A,G,Preliminary,yukiy,03/28/2018,,,,,
07G03077,41274,02:01,03:01,14:01,39:01,07:02,08:02,A,G,Preliminary,yukiy,11/21/2018,,,,,
07G00351,11165,30:02,68:01,07:02,81:01,07:02,08:04,A,G,Published,yukiy,10/02/2018,1,,,,
07G00607,21109,24:02,34:02,07:02,13:02,07:02,08:04,A,A,Published,Windows User,08/28/2023,1,,,,
42M01075,10959M-S5,24:02,32:01,07:02,07:05,07:02,08:04,,,Preliminary,Darlene Marti,03/30/2004,,,,,
07G02860,20601,02:14,29:02,07:05,14:01,07:02,08:04,A,G,Published,yukiy,10/02/2018,1,,,,
07G00374,10836,03:01,34:02,07:02,81:01,07:02,08:04,G,G,Confirmed,yukiy,10/02/2018,1,,,,
05E00014,COR038CC,03:01,24:02,08:01,52:01,07:02,12:02,,,Published,Tang,03/07/2008,1,,,,
05E00284,COR069JD,02:01,11:01,07:02,52:01,07:02,12:02,A,G,Published,CSSMCS,10/23/2019,,,,,
05E01062,PIT112RK,11:01,24:02,07:02,52:01,07:02,12:02,,,Published,Tang,03/07/2008,1,,,,
05E02298,E07201001,02:01,03:01,07:02,52:01,07:02,12:02,,,Published, Darlene Marti,01/16/2008,1,,,,
07G00028,41735,02:01,11:01,07:02,52:01,07:02,12:02,A,A,Published,yukiy,05/11/2018,1,,,,
07G00087,41469,03:01,68:01,07:02,52:01,07:02,12:02,A,G,Published,yukiy,09/20/2018,1,,,,
07G01115,40157,03:01,11:01,07:02,52:01,07:02,12:02,A,G,Published,yukiy,09/17/2018,1,,,,
07G01158,41128,11:01,66:01,07:02,52:01,07:02,12:02,G,G,Published,yukiy,11/27/2018,1,,,,
07G01199,40807,01:01,03:01,07:02,52:01,07:02,12:02,A,G,Published,yukiy,10/02/2018,1,,,,
32C00250,13292-02,01:01,68:01,07:02,52:01,07:02,12:02,,,Preliminary,Bailey Kessing,02/18/2011,,,,,
05E00441,PIT038JNK,01:01,03:01,07:02,52:01,07:02,12:02,A,G,Published,Windows User,07/20/2021,,,,,
05E02091,PHI154DH,03:01,11:01,07:02,52:01,07:02,12:02,,,Published,Amy Poisson,09/18/2003,1,,,,
66K00384,BUC478,11:01,11:01,07:02,52:01,07:02,12:02,,,Preliminary,Ramsuranv,02/28/2012,1,,,,
CAR26181,RAGN391693,03:01,11:01,27:02,52:01,07:02,12:02,G,G,Completed,yukiy,03/29/2018,,,,,
CAR26599,RAGN475216,02:01,03:01,07:02,52:01,07:02,12:02,A,G,Preliminary,yukiy,04/04/2018,,,,,
CAR26765,RAGN566127,02:01,11:01,39:02,52:01,07:02,12:02,A,G,Confirmed,CSSMCS,03/12/2020,1,,,,
CAR39366,RAGN811415,01:01,02:01,07:02,52:01,07:02,12:02,A,G,Completed,yukiy,02/25/2025,1,,,,
01A00018,KS10501,03:01,26:01,07:02,38:01,07:02,12:03,,,Preliminary,yukiy,02/24/2014,,,,,
01A00363,KS11322,03:01,03:01,07:02,38:01,07:02,12:03,,,Preliminary,car master,03/04/2010,,,,,
01A00367,KS12353,01:01,31:01,07:02,57:01,07:02,12:03,A,G,Published,CSSMCS,10/23/2019,,,,,
01A00464,KS11792,03:01,26:01,07:02,38:01,07:02,12:03,,,Published,Tang,03/07/2008,1,,,,
01A00528,KS11042,02:01,25:01,07:02,18:01,07:02,12:03,,,Preliminary,car master,03/04/2010,,,,,
05E00167,HER182CLV,03:01,24:02,07:02,18:01,07:02,12:03,,,Published,Tang,03/07/2008,1,,,,
05E00387,COR029IM,03:01,26:01,07:02,38:01,07:02,12:03,G,G,Published,CSSMCS,10/23/2019,,,,,
05E00418,PHI038WSC,03:01,25:01,07:02,18:01,07:02,12:03,A,G,Published,CSSMCS,10/23/2019,1,,,,
05E00929,Z05201001,02:01,02:01,39:06,39:06,07:02,12:03,,,Published,Tang,03/07/2008,1,,,,
05E02283,T00401001,03:01,11:01,07:02,35:03,07:02,12:03,,,Published, Darlene Marti,01/16/2008,1,,,,
07G00434,11109,01:01,25:01,07:02,18:01,07:02,12:03,A,A,Published,yukiy,06/29/2018,1,,,,
07G00492,21170,02:01,24:02,18:01,18:01,07:02,12:03,A,G,Published,yukiy,06/29/2018,1,,,,
07G00511,41614,02:01,03:01,07:02,35:03,07:02,12:03,G,G,Published,yukiy,06/04/2018,1,,,,
07G00547,40537,24:02,31:01,07:02,38:01,07:02,12:03,G,G,Published,CSSMCS,01/30/2020,1,,,,
07G00733,10564,02:01,02:01,07:02,39:01,07:02,12:03,A,G,Published,yukiy,06/04/2018,1,,,,
07G00804,31054,02:01,25:01,15:01,18:01,07:02,12:03,A,A,Published,yukiy,07/06/2018,1,,,,
07G00905,10656,02:01,25:01,07:02,18:01,07:02,12:03,A,G,Published,yukiy,08/17/2018,1,,,,
07G01264,21087,24:02,25:01,18:01,39:06,07:02,12:03,A,A,Published,CSSMCS,12/16/2019,1,,,,
07G01657,33121,01:01,29:02,07:02,38:01,07:02,12:03,A,A,Published,yukiy,11/27/2018,1,,,,
07G01689,33186,02:01,24:02,07:02,39:01,07:02,12:03,A,A,Published,yukiy,09/17/2018,1,,,,
07G02255,10625,02:01,24:02,07:02,35:03,07:02,12:03,,,Confirmed,car master,12/24/2009,1,,,,
10J00035,17782,24:02,25:01,07:02,18:01,07:02,12:03,,,Preliminary, Darlene Marti,01/16/2008,1,,,,
10J00042,11850,03:01,25:01,07:02,18:01,07:02,12:03,A,G,Published,CSSMCS,12/16/2019,,,,,
10J00080,15093,01:01,01:01,18:01,40:01,07:02,12:03,,,Preliminary,Bailey Kessing,11/21/2008,1,,,,
42M00754,12455M,03:01,23:01,07:02,53:01,07:02,12:03,G,G,Published,yukiy,02/04/2019,1,,,,
42M01458,11829M,02:25,25:01,07:02,18:01,07:02,12:03,,,Published,Amy Poisson,09/18/2003,,,,,
05E01514,GRE052AS,01:01,11:01,07:02,18:01,07:02,12:03,,,Preliminary, marti,06/02/2005,1,,,,
05E00089,PHI137JR,03:01,26:01,07:02,38:01,07:02,12:03,,,Published,Amy Poisson,09/18/2003,,,,,
05E02698,MTS180FF,02:01,03:01,07:02,38:01,07:02,12:03,,,Published,Bailey Kessing,03/12/2002,,,,,
05E01509,GRE044AS,02:01,29:01,18:01,39:09,07:02,12:03,,,Preliminary, Darlene Marti,01/16/2008,1,,,,
07G02859,20599,03:01,03:01,07:02,39:01,07:02,12:03,G,G,Published,yukiy,10/02/2018,1,,,,
42M01113,10557M,02:01,68:02,07:02,18:01,07:02,12:03,A,A,Preliminary,CSSMCS,08/29/2017,1,,,,
05E00322,PIT010AIL,01:01,26:01,07:02,38:01,07:02,12:03,A,G,Preliminary,CSSMCS,01/07/2020,,,,,
05E01522,GRE061NP,03:01,03:02,38:01,38:01,07:02,12:03,,,Published,Amy Poisson,09/18/2003,1,,,,
66K00442,BUC502,02:01,03:01,07:02,51:01,07:02,12:03,,,Confirmed,Bailey Kessing,08/22/2003,1,,,,
CAR08414,RAGN362569,03:01,25:01,07:02,39:01,07:02,12:03,A,A,Preliminary,yukiy,04/04/2018,,,,,
32C00578,1353-12,02:01,,07:02,39:01,07:02,12:03,,,Preliminary,Bailey Kessing,02/18/2011,1,,,,
66K00105,BUC137,03:01,11:01,07:02,38:01,07:02,12:03,,,Preliminary,marti,12/11/2006,1,,,,
66K00411,BUC449,03:01,24:02,07:02,38:01,07:02,12:03,,,Preliminary, marti,05/24/2005,1,,,,
32C00193,1420-05,02:01,25:01,,,07:02,12:03,,,Preliminary,Bailey Kessing,02/18/2011,,,,,
32C00622,1357-11,01:01,30:02,07:02,39:01,07:02,12:03,,,Preliminary,Bailey Kessing,02/18/2011,,,,,
32C00741,1456-02,24:02,32:01,07:02,38:01,07:02,12:03,,,Preliminary,Bailey Kessing,02/18/2011,,,,,
07G03082,10151,11:01,24:02,07:02,38:01,07:02,12:03,G,G,Preliminary,yukiy,11/21/2018,1,,,,
CAR26601,RAGN982640,25:01,31:01,18:01,49:01,07:02,12:03,A,G,Preliminary,yukiy,04/04/2018,,,,,
CAR30795,RAGN891569,01:01,24:02,07:02,18:01,07:02,12:03,,,Completed,Bailey Kessing,06/15/2011,1,,,,
05E02762,IND032,,,07:02,39:10,07:02,12:03,,,Preliminary,Yuko Yuki,12/09/2008,,,,,
CAR38555,RAGN814313,02:01,25:01,07:02,39:01,07:02,12:03,,,Preliminary,Bailey Kessing,06/15/2011,,,,,
CAR43063,RAGN224057,02:01,26:08,07:02,39:01,07:02,12:03,,,Completed,Bailey Kessing,06/15/2011,1,,,,
05E00015,COR158DT,02:01,02:01,07:02,51:01,07:02,14:02,,,Published,Tang,03/07/2008,1,,,,
05E00468,TUL012HB,03:01,30:02,07:02,51:01,07:02,14:02,G,G,Published,CSSMCS,10/23/2019,1,,,,
05E00696,MTS083CB,03:01,25:01,07:02,51:01,07:02,14:02,,,Published,Tang,03/07/2008,1,,,,
05E01623,TUL022DP,02:01,11:01,07:02,51:01,07:02,14:02,,,Published, Darlene Marti,01/16/2008,1,,,,
05E02309,H04401001,01:01,03:01,07:02,51:01,07:02,14:02,,,Published,Marti,10/03/2006,1,,,,
05E02326,COR095JL,02:01,11:01,07:02,15:16,07:02,14:02,A,G,Published,CSSMCS,12/16/2019,,,,,
07G00232,41344,01:01,02:01,07:02,51:01,07:02,14:02,A,G,Published,yukiy,05/09/2018,1,,,,
07G00656,40983,02:01,24:02,07:02,51:01,07:02,14:02,A,G,Published,yukiy,11/27/2018,1,,,,
07G00664,10369,01:01,02:01,07:02,51:01,07:02,14:02,A,A,Published,yukiy,08/17/2018,1,,,,
07G00820,30101,02:01,24:02,07:02,51:01,07:02,14:02,G,G,Published,yukiy,06/29/2018,1,,,,
42M00107,12978M,23:01,33:03,07:02,15:16,07:02,14:02,A,A,Published,yukiy,12/10/2018,,,,,
42M01364,10611M,03:01,33:03,08:01,15:16,07:02,14:02,,,Published,Amy Poisson,09/18/2003,1,,,,
07G01784,41443,02:01,02:01,07:02,51:01,07:02,14:02,A,G,Published,yukiy,09/17/2018,1,,,,
07G01067,20572,02:01,24:02,39:06,51:01,07:02,14:02,,,Preliminary,Bailey Kessing,11/21/2008,1,,,,
07G01091,40355,24:02,68:01,07:02,51:01,07:02,14:02,,,Preliminary,Bailey Kessing,11/21/2008,1,,,,
77W00627,926645S,11:01,31:01,39:01,51:01,07:02,14:02,,,Preliminary,tangm2,09/26/2017,,,,,
77W00650,2622P,02:03,02:06,38:02,51:01,07:02,14:02,,,Preliminary,tangm2,09/26/2017,,,,,
77W00743,70136P,02:03,11:01,38:02,51:01,07:02,14:02,G,G,Preliminary,tangm2,09/26/2017,,,,,
77W00205,70020P,11:01,24:02,38:02,51:01,07:02,14:02,,,Preliminary,tangm2,09/26/2017,,,,,
77W00423,12612P,02:03,74:02,38:02,51:01,07:02,14:02,A,G,Preliminary,CSSMCS,04/27/2024,,,,,
77W01494,50017P,02:03,11:01,38:02,51:01,07:02,14:02,G,G,Preliminary,tangm2,09/26/2017,,,,,
77W00776,70083S,02:03,24:02,38:02,51:01,07:02,14:02,A,G,Preliminary,tangm2,09/26/2017,,,,,
77W00235,4032P,02:06,02:07,38:02,51:01,07:02,14:02,G,G,Preliminary,tangm2,09/26/2017,,,,,
32C00234,1423-05,02:01,02:01,07:02,,07:02,14:02,,,Preliminary,Bailey Kessing,02/18/2011,,,,,
32C00702,1447-07,02:01,24:02,44:03,51:01,07:02,14:02,,,Preliminary,Bailey Kessing,02/18/2011,,,,,
CAR33094,RAGN851485,02:01,03:01,07:02,51:01,07:02,14:02,A,G,Completed,CSSMCS,02/21/2020,,,,,
CAR40134,RAGN867766,03:01,31:01,07:02,51:01,07:02,14:02,A,G,Completed,yukiy,03/29/2018,1,,,,
77W02362,77W02362,02:03,11:01,38:02,51:01,07:02,14:02,G,G,Preliminary,CSSMCS,11/09/2017,,,,,
77W02372,77W02372,11:01,24:02,51:01,54:01,07:02,14:02,,,Preliminary,tangm2,09/26/2017,,,,,
42M00007,11666M,03:01,23:01,07:02,44:03,07:02,14:03,,,Published,marti,12/11/2006,,,,,
01A00541,KS12323,,,,,07:02,15:02,,,Preliminary,Bailey Kessing,07/07/2011,,,,,
05E00097,PHI048JCG,02:01,03:01,07:02,51:01,07:02,15:02,,,Published,Tang,03/07/2008,1,,,,
05E00289,HER173SES,11:01,24:02,27:05,51:01,07:02,15:02,A,G,Published,CSSMCS,10/23/2019,1,,,,
05E00416,PHI010EPK,02:01,03:01,07:02,51:01,07:02,15:02,,,Published,car master,12/24/2009,1,,,,
05E01914,GWU107NM,24:02,68:01,07:02,51:01,07:02,15:02,,,Published,car master,12/24/2009,1,,,,
05E02290,A29501001,02:01,02:01,39:06,52:01,07:02,15:02,,,Published, Darlene Marti,01/16/2008,1,,,,
07G00169,40515,03:01,32:01,07:02,51:01,07:02,15:02,A,G,Published,yukiy,05/09/2018,1,,,,
07G00930,11073,11:01,24:02,39:06,51:01,07:02,15:02,A,G,Published,CSSMCS,01/07/2020,1,,,,
07G00939,10519,03:01,24:02,07:02,51:01,07:02,15:02,,,Published,car master,12/24/2009,1,,,,
07G01093,10099,24:02,31:01,07:02,51:01,07:02,15:02,A,G,Published,yukiy,09/21/2018,1,,,,
07G01335,41475,03:01,11:01,07:02,51:01,07:02,15:02,G,G,Published,yukiy,09/21/2018,1,,,,
07G01610,23003,11:01,23:01,08:01,40:02,07:02,15:02,A,G,Published,yukiy,09/21/2018,1,,,,
32C00399,1362-15,01:01,11:01,07:02,51:01,07:02,15:02,,,Preliminary,marti,03/10/2011,,,,,
42M01176,12201M,24:02,34:02,07:02,51:01,07:02,15:02,A,A,Published,yukiy,02/04/2019,,,,,
07G01448,21158,03:01,68:01,07:02,51:01,07:02,15:02,,,Published,yukiy,08/17/2018,1,,,,
07G01698,10262,01:01,11:01,07:02,51:01,07:02,15:02,A,A,Published,yukiy,05/09/2018,1,,,,
